,ID,Sex,Age,ModesOfTravel,TravelMotives,Margins,Periods,StagesPerPersonPerDayAverage_1,DistanceTravelledPerStageAverage_2
40572,40572,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2003,0.34,22.24
40573,40573,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2004,0.35,22.4
40574,40574,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2005,0.34,22.4
40575,40575,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2006,0.33,22.28
40576,40576,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2007,0.32,22.21
40577,40577,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2008,0.31,22.04
40578,40578,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2009,0.32,21.73
40579,40579,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2010,0.32,21.9
40580,40580,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2011,0.3,22.08
40581,40581,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2012,0.31,21.93
40582,40582,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2013,0.32,22.02
40583,40583,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2014,0.32,22.02
40584,40584,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2015,0.31,22.08
40585,40585,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2016,0.32,21.99
40586,40586,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2017,0.32,21.98
40587,40587,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2018,0.34,22.39
40588,40588,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2019,0.34,22.62
40589,40589,Male,12 to 17 years,Car as passenger,Other,Upper bound 95% confidence interval,2020,0.27,21.06
40788,40788,Male,12 to 17 years,Train,Attending education/courses,Value,1999,0.03,26.28
40789,40789,Male,12 to 17 years,Train,Attending education/courses,Value,2000,0.03,26.32
40790,40790,Male,12 to 17 years,Train,Attending education/courses,Value,2001,0.03,26.24
40791,40791,Male,12 to 17 years,Train,Attending education/courses,Value,2002,0.03,26.36
40792,40792,Male,12 to 17 years,Train,Attending education/courses,Value,2003,0.03,26.31
40793,40793,Male,12 to 17 years,Train,Attending education/courses,Value,2004,0.03,26.62
40794,40794,Male,12 to 17 years,Train,Attending education/courses,Value,2005,0.03,26.21
40795,40795,Male,12 to 17 years,Train,Attending education/courses,Value,2006,0.03,25.94
40796,40796,Male,12 to 17 years,Train,Attending education/courses,Value,2007,0.03,26.04
40797,40797,Male,12 to 17 years,Train,Attending education/courses,Value,2008,0.03,26.27
40798,40798,Male,12 to 17 years,Train,Attending education/courses,Value,2009,0.03,26.55
40799,40799,Male,12 to 17 years,Train,Attending education/courses,Value,2010,0.03,26.22
40800,40800,Male,12 to 17 years,Train,Attending education/courses,Value,2011,0.03,26.25
40801,40801,Male,12 to 17 years,Train,Attending education/courses,Value,2012,0.03,26.46
40802,40802,Male,12 to 17 years,Train,Attending education/courses,Value,2013,0.03,26.18
40803,40803,Male,12 to 17 years,Train,Attending education/courses,Value,2014,0.04,26.21
40804,40804,Male,12 to 17 years,Train,Attending education/courses,Value,2015,0.04,26.34
40805,40805,Male,12 to 17 years,Train,Attending education/courses,Value,2016,0.04,26.22
40806,40806,Male,12 to 17 years,Train,Attending education/courses,Value,2017,0.04,26.09
40807,40807,Male,12 to 17 years,Train,Attending education/courses,Value,2018,0.04,26.26
40808,40808,Male,12 to 17 years,Train,Attending education/courses,Value,2019,0.05,26.26
40809,40809,Male,12 to 17 years,Train,Attending education/courses,Value,2020,0.02,25.47
40810,40810,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,1999,0.02,21.27
40811,40811,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2000,0.02,21.9
40812,40812,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2001,0.02,21.85
40813,40813,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2002,0.02,22.27
40814,40814,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2003,0.02,22.35
40815,40815,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2004,0.02,22.92
40816,40816,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2005,0.02,22.7
40817,40817,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2006,0.02,22.44
40818,40818,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2007,0.02,22.59
40819,40819,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2008,0.02,22.94
40820,40820,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2009,0.02,23.41
40821,40821,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2010,0.03,23.42
40822,40822,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2011,0.03,23.41
40823,40823,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2012,0.03,23.62
40824,40824,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2013,0.03,23.45
40825,40825,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2014,0.03,23.49
40826,40826,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2015,0.03,23.5
40827,40827,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2016,0.03,23.35
40828,40828,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2017,0.03,22.94
40829,40829,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2018,0.04,23.12
40830,40830,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2019,0.04,22.95
40831,40831,Male,12 to 17 years,Train,Attending education/courses,Lower bound 95% confidence interval,2020,0.02,21.35
40832,40832,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,1999,0.05,31.31
40833,40833,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2000,0.04,31.45
40834,40834,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2001,0.04,30.83
40835,40835,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2002,0.04,30.88
40836,40836,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2003,0.04,30.55
40837,40837,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2004,0.04,30.89
40838,40838,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2005,0.04,30.0
40839,40839,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2006,0.04,29.47
40840,40840,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2007,0.04,29.3
40841,40841,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2008,0.04,29.39
40842,40842,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2009,0.04,29.62
40843,40843,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2010,0.04,29.24
40844,40844,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2011,0.04,29.02
40845,40845,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2012,0.04,29.3
40846,40846,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2013,0.04,28.88
40847,40847,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2014,0.04,29.05
40848,40848,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2015,0.04,29.08
40849,40849,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2016,0.05,29.19
40850,40850,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2017,0.05,29.02
40851,40851,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2018,0.05,29.71
40852,40852,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2019,0.06,29.87
40853,40853,Male,12 to 17 years,Train,Attending education/courses,Upper bound 95% confidence interval,2020,0.03,29.67
40855,40855,Male,12 to 17 years,Train,Other,Value,2000,0.02,48.52
40856,40856,Male,12 to 17 years,Train,Other,Value,2001,0.02,48.5
40857,40857,Male,12 to 17 years,Train,Other,Value,2002,0.02,48.39
40858,40858,Male,12 to 17 years,Train,Other,Value,2003,0.02,47.99
40859,40859,Male,12 to 17 years,Train,Other,Value,2004,0.02,47.82
40860,40860,Male,12 to 17 years,Train,Other,Value,2005,0.02,47.33
40861,40861,Male,12 to 17 years,Train,Other,Value,2006,0.02,46.68
40862,40862,Male,12 to 17 years,Train,Other,Value,2007,0.02,46.75
40863,40863,Male,12 to 17 years,Train,Other,Value,2008,0.01,49.77
40864,40864,Male,12 to 17 years,Train,Other,Value,2009,0.01,49.24
40865,40865,Male,12 to 17 years,Train,Other,Value,2010,0.01,47.27
40866,40866,Male,12 to 17 years,Train,Other,Value,2011,0.01,46.39
40867,40867,Male,12 to 17 years,Train,Other,Value,2012,0.01,45.65
40868,40868,Male,12 to 17 years,Train,Other,Value,2013,0.01,46.38
40869,40869,Male,12 to 17 years,Train,Other,Value,2014,0.01,46.25
40870,40870,Male,12 to 17 years,Train,Other,Value,2015,0.01,45.54
40871,40871,Male,12 to 17 years,Train,Other,Value,2016,0.01,46.89
40872,40872,Male,12 to 17 years,Train,Other,Value,2017,0.01,45.32
40873,40873,Male,12 to 17 years,Train,Other,Value,2018,0.01,44.42
40874,40874,Male,12 to 17 years,Train,Other,Value,2019,0.01,44.58
40877,40877,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2000,0.01,39.45
40878,40878,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2001,0.01,39.16
40879,40879,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2002,0.01,39.53
40880,40880,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2003,0.01,39.83
40881,40881,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2004,0.01,39.96
40882,40882,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2005,0.01,39.26
40883,40883,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2006,0.01,38.75
40884,40884,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2007,0.01,39.31
40885,40885,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2008,0.01,42.1
40886,40886,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2009,0.01,42.05
40887,40887,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2010,0.01,40.37
40888,40888,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2011,0.01,39.54
40889,40889,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2012,0.01,39.04
40890,40890,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2013,0.01,39.57
40891,40891,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2014,0.01,39.39
40892,40892,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2015,0.01,39.13
40893,40893,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2016,0.01,39.89
40894,40894,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2017,0.01,38.54
40895,40895,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2018,0.01,37.18
40896,40896,Male,12 to 17 years,Train,Other,Lower bound 95% confidence interval,2019,0.01,37.12
40899,40899,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2000,0.03,58.24
40900,40900,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2001,0.03,57.24
40901,40901,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2002,0.03,57.1
40902,40902,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2003,0.03,56.91
40903,40903,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2004,0.03,56.14
40904,40904,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2005,0.03,54.81
40905,40905,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2006,0.03,53.74
40906,40906,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2007,0.02,53.98
40907,40907,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2008,0.02,57.28
40908,40908,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2009,0.02,56.53
40909,40909,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2010,0.02,54.02
40910,40910,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2011,0.02,52.64
40911,40911,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2012,0.02,51.92
40912,40912,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2013,0.02,52.7
40913,40913,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2014,0.02,52.48
40914,40914,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2015,0.02,52.22
40915,40915,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2016,0.02,53.53
40916,40916,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2017,0.02,52.2
40917,40917,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2018,0.02,51.12
40918,40918,Male,12 to 17 years,Train,Other,Upper bound 95% confidence interval,2019,0.02,51.44
40997,40997,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2010,0.01,8.01
40998,40998,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2011,0.01,8.06
40999,40999,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2012,0.01,7.99
41000,41000,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2013,0.01,7.67
41001,41001,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2014,0.01,7.75
41002,41002,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2015,0.01,7.45
41003,41003,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2016,0.01,7.53
41004,41004,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2017,0.01,7.07
41005,41005,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2018,0.01,7.0
41019,41019,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2010,0.0,6.51
41020,41020,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2011,0.0,6.62
41021,41021,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2012,0.0,6.54
41022,41022,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2013,0.0,6.28
41023,41023,Male,12 to 17 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2014,0.0,6.25
